OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength
537,199300,1993.00,27892002.0722656,31628.1009101561
538,199400,1994.00,7503405.875,16929.5365290071
539,199700,1997.00,10447073.7705078,13865.2251111261
540,199801,1998.01,3713869.13769531,9460.36575830011
541,199802,1998.02,3296092.64453125,8868.7444157064
542,199900,1999.00,4768480.99023438,10157.8099674931
543,201110,2011.10,10913332.2568359,16183.430157444
544,201120,2011.20,8527607.25,13880.2888964703
545,201200,2012.00,4745344.70898438,10433.2498049056
546,201301,2013.01,9323319.5625,19559.4357902763
547,201302,2013.02,10674503.1474609,14999.8815990814
548,201401,2014.01,14080873.2832031,15489.9911046557
549,201402,2014.02,20894870.6923828,19009.7794796171
550,201501,2015.01,9566161.625,14427.9738118469
551,201503,2015.03,4729129.09570312,9203.94794121773
552,201504,2015.04,3964702.95800781,9633.74630161675
553,201601,2016.01,5816821.74609375,11118.8418936602
554,201602,2016.02,11471575.9355469,18959.1186356298
555,201700,2017.00,18241832.0185547,21283.1745896941
556,203100,2031.00,7076573.72558594,11835.7114626533
557,203200,2032.00,5553914.73339844,10214.8902628595
558,203300,2033.00,16058051.3457031,15611.025193486
559,203500,2035.00,17863727.7060547,18886.7797961219
560,203601,2036.01,3551943.63574219,13045.0272928937
561,203602,2036.02,2404778.25878906,7367.39715649089
562,203710,2037.10,3036174.99023438,7623.78207956168
563,203720,2037.20,3455623.08300781,7965.72103815255
564,203800,2038.00,5246195.37988281,9451.84756925027
565,203900,2039.00,4827379.08984375,12242.8705842117
566,204110,2041.10,6499062.0546875,10204.6582866323
567,204120,2041.20,2835229.07324219,6976.74436499115
568,204200,2042.00,3242089.63183594,7623.77136019442
569,204300,2043.00,6926359.91308594,10888.0033598721
570,204410,2044.10,3195515.68847656,7602.19593878508
571,204420,2044.20,3251272.35546875,7655.41869990659
572,204600,2046.00,6269663.16308594,12240.5469782101
573,204700,2047.00,10882902.7919922,13337.0811703743
574,204810,2048.10,8289136.79492188,11974.6111782517
575,204820,2048.20,3445972.39746094,8346.72019718145
576,204910,2049.10,5579346.58398438,9619.43138991474
577,204920,2049.20,9794921.05664062,12795.9481680628
578,205110,2051.10,3088819.34960938,9229.48190000546
579,205120,2051.20,15781304.2763672,20062.4973900943
580,206010,2060.10,15485647.8222656,21066.3708223486
581,206020,2060.20,9402533.02734375,12029.068454871
582,206050,2060.50,19210111.7744141,25518.4847338512
583,206051,2060.51,40157736.4892578,30027.5297152903
584,206052,2060.52,9950091.58398438,13475.4418762489
585,206053,2060.53,6331353.50878906,10825.7223130717
586,206054,2060.54,4507280.54296875,9342.52057806042
587,206201,2062.01,2161752.48339844,6940.27548504014
588,206202,2062.02,4067555.01074219,9661.22143706266
589,206301,2063.01,1457910.07226562,4943.52581724107
590,206302,2063.02,499680.051757812,3606.42780501868
591,206303,2063.03,4679996.81835938,10618.5076151795
592,207101,2071.01,3231109.03417969,7720.18222808558
593,207102,2071.02,4467442.109375,9909.64338590435
594,207103,2071.03,3488830.09082031,9634.34535093253
595,207303,2073.03,1905373.65820312,5576.46492991732
596,207304,2073.04,541608.15625,3459.97983702434
597,207305,2073.05,2182607.9609375,8262.43976296179
598,207306,2073.06,1737007.14453125,5647.40049654924
599,207307,2073.07,525932.646484375,2911.19179274436
600,207308,2073.08,494215.08203125,2815.67315994443
601,207400,2074.00,9358165.87109375,15170.8717902609
602,207501,2075.01,1445854.24707031,4896.76557892055
603,207502,2075.02,4503362.95507812,9155.67719345887
604,207711,2077.11,7469514.54589844,14744.2377371644
605,207712,2077.12,4383833.96679688,9437.96600355335
606,207901,2079.01,2188102.48535156,6864.98910740689
607,207902,2079.02,7532286.54003906,11167.8181435139
608,208001,2080.01,6199667.66796875,11659.7543003559
609,208002,2080.02,4253642.55664062,9520.38199489806
610,208301,2083.01,1000535.28320312,5183.16153819549
611,208302,2083.02,4735706.83007812,9852.78100415901
612,208401,2084.01,2472155.84375,6288.16537224412
613,208402,2084.02,3667724.10058594,8621.7803014276
614,208501,2085.01,2617928.32910156,6561.56983366808
615,208502,2085.02,2809795.96191406,6779.01704749062
616,208610,2086.10,3768690.94726562,8269.48790547167
617,208620,2086.20,3491004.90917969,8197.49640207984
618,208710,2087.10,1833916.09082031,5648.95244867169
619,208720,2087.20,1773163.95703125,6918.86293020696
620,208801,2088.01,2889587.41015625,7802.25243544067
621,208802,2088.02,2276467.58984375,7699.4836416055
622,208902,2089.02,1981074.27734375,5658.69510391908
623,208903,2089.03,1714528.61816406,7038.48088478602
624,208904,2089.04,1206663.5,4564.63611014246
625,209103,2091.03,1334880.50488281,4693.84849553755
626,209104,2091.04,753009.131835938,3841.17499832431
627,209105,2091.05,895832.096679688,4013.33659291446
628,209106,2091.06,2385508.82519531,6257.58848630202
629,209201,2092.01,1810247.95019531,5620.4913337869
630,209202,2092.02,2615787.86425781,6577.41304647834
631,209300,2093.00,3297115.69921875,7931.22236885673
632,209401,2094.01,2321391.97070312,6370.71272271239
633,209402,2094.02,1466351.83789062,4849.9138337043
634,209403,2094.03,1487534.11132812,4882.44351040553
635,209510,2095.10,1964228.79589844,5807.66354350172
636,209520,2095.20,2488320.265625,6468.36071290973
637,209810,2098.10,1612737.6640625,5415.90695810918
638,209820,2098.20,1927868.32714844,5690.53478597675
639,210010,2100.10,4402120.02636719,8907.43026384885
640,211000,2110.00,28596678.1542969,25170.3317584649
641,211121,2111.21,2302635.57617188,7588.94349957691
642,211122,2111.22,3934733.81835938,8274.05186800836
643,211123,2111.23,1851716.04492188,6798.25662896902
644,211124,2111.24,4252116,8179.69083682892
645,211201,2112.01,1500115.66308594,4915.79781077348
646,211202,2112.02,1928500.75488281,5559.51969355688
647,211310,2113.10,1549310.53320312,4998.40424687167
648,211320,2113.20,2004977.21875,5674.50881755389
649,211410,2114.10,2914743.77734375,7500.75484440974
650,211420,2114.20,4101871.11816406,8393.58510413476
651,211500,2115.00,9784611.94726562,13106.0193002244
652,211701,2117.01,7012738.23242188,10536.8114377532
653,211703,2117.03,1981686.88085938,5697.20581194224
654,211704,2117.04,1990706.12011719,5747.49838334667
655,211802,2118.02,3502699.25292969,7938.57208641899
656,211803,2118.03,1501836.625,4915.85668411055
657,211804,2118.04,2001609.59667969,5672.18328518178
658,211910,2119.10,1485020.08789062,4890.39936299985
659,211921,2119.21,997421.588867188,4152.1325735024
660,211922,2119.22,999882.185546875,4155.33850207398
661,212101,2121.01,1999632.81933594,5670.10010431702
662,212102,2121.02,1492493.55957031,4902.63444471732
663,212202,2122.02,2222402.72753906,6482.09064729765
664,212203,2122.03,1144315.93164062,4500.81292595414
665,212204,2122.04,2294672.75292969,6149.26156825918
666,212303,2123.03,1675360.54785156,5219.25392716923
667,212304,2123.04,2213842.59472656,6305.42567397869
668,212305,2123.05,1163116.72558594,4358.27139192061
669,212306,2123.06,1742931.95898438,5316.96144459841
670,212410,2124.10,1691952.96289062,5550.69662373208
671,212420,2124.20,1544109.36914062,4956.62921967546
672,212501,2125.01,856756.822265625,3804.12990576073
673,212502,2125.02,3068569.80175781,8256.68330655475
674,212610,2126.10,3844339.71191406,8377.37083188147
675,212620,2126.20,3106627.79785156,7948.07984315721
676,212701,2127.01,5054873.23242188,10686.7572868584
677,212702,2127.02,9478753.94238281,13476.0379930387
678,212800,2128.00,8409458.77734375,11737.6307769175
679,212900,2129.00,4021574.84960938,8954.95684093913
680,213100,2131.00,5780618.33105469,10508.2814093518
681,213201,2132.01,3605253.45605469,8208.73857762052
682,213202,2132.02,3637318.75683594,8141.43572855069
683,213310,2133.10,3359268.734375,7825.23735562967
684,213320,2133.20,3352280.59375,7850.5878825061
685,213401,2134.01,2110768.91894531,6327.27422495143
686,213402,2134.02,4217750.29394531,8305.57938929935
687,214000,2140.00,10887840.7822266,13352.8975494142
688,214100,2141.00,11929138.3632812,14127.6878458442
689,214400,2144.00,3705377.33691406,7957.45733088493
690,214501,2145.01,8098023.90136719,14036.4753085648
691,214503,2145.03,2500554.18847656,6988.64948341831
692,214504,2145.04,1440309.99414062,6176.15275518603
693,214505,2145.05,1338755.16992188,7174.96563302904
694,214600,2146.00,6255700.50976562,10110.4671758728
695,214700,2147.00,6386540.36132812,10225.8323646984
696,214800,2148.00,6211394.7578125,11237.4131867306
697,214902,2149.02,5459260.38867188,9792.04910965492
698,214903,2149.03,1468982.69628906,5606.66918203706
699,214904,2149.04,1896561.59472656,5577.55144259426
700,215101,2151.01,3820631.89453125,10271.5819823155
701,215102,2151.02,2774274.3125,8182.35891906119
702,216100,2161.00,7265854.49414062,11195.4029077897
703,216201,2162.01,4971501.9921875,10417.1894693444
704,216202,2162.02,5409279.50976562,10216.2603677406
705,216301,2163.01,6069451.37890625,11388.5098457024
706,216302,2163.02,7631337.9375,11342.4649360128
707,216401,2164.01,4429446.70996094,8621.8164178332
708,216402,2164.02,2469654.55664062,6401.20201262417
709,216700,2167.00,8373696.29296875,11709.653539341
710,216800,2168.00,7963392.14257812,11547.7857711329
711,216901,2169.01,7568795.03515625,12077.3718743144
712,216902,2169.02,4212778.10644531,9165.24463364156
713,217001,2170.01,5904316.16503906,10940.7936166339
714,217002,2170.02,8302513.96191406,11538.6567852492
715,217101,2171.01,4261607.46875,9362.60589844538
716,217102,2171.02,5402500.47265625,9507.48868709435
717,217200,2172.00,9892604.83691406,15006.4887045559
718,218110,2181.10,6443295.40234375,12758.8566727415
719,218120,2181.20,4792188.03417969,8884.87361016887
720,218210,2182.10,4181546.29980469,8771.28053868177
721,218220,2182.20,7241641.64746094,11685.4751953659
722,218300,2183.00,9696120.90917969,17311.9468665218
723,218400,2184.00,7068249.54882812,12186.9978966189
724,218500,2185.00,5632253.48730469,11047.4082436599
725,218600,2186.00,4635201.61328125,8987.92736110265
726,218701,2187.01,5919075.32324219,10687.1152596559
727,218702,2187.02,3871444.640625,10285.1016688855
728,218800,2188.00,4430870.26757812,9005.06542504084
729,218900,2189.00,7571353.92675781,11505.7198201805
730,219010,2190.10,4745319.71679688,9379.45374785567
731,219020,2190.20,7819937.95605469,11239.4545102539
732,219300,2193.00,7016026.57714844,11233.6223018098
733,219500,2195.00,6001852.04882812,10424.7034061146
734,219700,2197.00,11759434.4335938,16598.0931601433
735,219800,2198.00,4802120.48339844,9746.01750660658
736,219901,2199.01,5649851.875,10076.126203629
737,219902,2199.02,8619894.37207031,13295.7665299572
738,220000,2200.00,10460254.6796875,12777.7107924435
739,220100,2201.00,10563286.0566406,16986.1500238768
740,221110,2211.10,2521209.39550781,6926.35380373945
741,221120,2211.20,3417542.64550781,7524.85175928441
742,221210,2212.10,3861959.83105469,8419.21242163146
743,221220,2212.20,7097658.14550781,10529.4777746938
744,221302,2213.02,4974449.32519531,10183.1034037377
745,221303,2213.03,2518370.87988281,6486.09399021374
746,221304,2213.04,2446087.83984375,6306.61158930469
747,221401,2214.01,5837353.24804688,9623.44372464543
748,221402,2214.02,5729749.37695312,12853.6922662291
749,221500,2215.00,4098035.11816406,8382.81942982525
750,221601,2216.01,3981517.75097656,8298.43006947373
751,221602,2216.02,5627264.42285156,12004.5075179414
752,221710,2217.10,3530350.1328125,8106.015673154
753,221810,2218.10,3275832.7421875,7474.75466563932
754,221820,2218.20,2198662.4765625,5840.35233760184
755,221900,2219.00,4413475.86132812,10667.1351248483
756,222001,2220.01,5105293.14746094,9152.50954022052
757,222002,2220.02,7057954.58203125,10841.9186877584
758,222100,2221.00,5155222.42773438,10486.7720711254
759,222200,2222.00,5186787.015625,10532.8445799192
760,222500,2225.00,7023063.34375,10606.6076163718
761,222600,2226.00,7017410.72070312,10585.6178187577
762,222700,2227.00,8846637.47753906,13629.6091256229
763,224010,2240.10,8938274.89550781,13900.8250436696
764,224020,2240.20,13264716.3652344,15226.2332277267
765,224200,2242.00,3963203.18066406,8643.30018235992
766,224310,2243.10,1946036.70117188,6759.46035333643
767,224320,2243.20,3129822.62207031,8444.16960529182
768,224410,2244.10,4878956.81445312,10535.0547115828
769,224420,2244.20,3860569.88671875,8969.15287181532
770,224600,2246.00,7738462.97851562,11201.3241714409
771,224701,2247.01,2534774.99121094,7580.36282960406
772,224702,2247.02,4257851.05566406,9804.97567762008
773,226001,2260.01,11138123.3925781,19074.2695759404
774,226002,2260.02,27645340.9199219,21400.4110883514
775,226410,2264.10,3040629.92675781,7123.36499352983
776,226420,2264.20,4595545.90136719,8778.89296499147
777,226701,2267.01,4048388.26074219,9183.65227453458
778,226702,2267.02,4376816.15722656,12056.3770528975
779,227010,2270.10,6234440.73535156,11858.4771762696
780,227020,2270.20,4737436.15429688,9166.08039068176
781,228100,2281.00,10799828.7304688,15274.7696639512
782,228210,2282.10,4424348.07714844,9184.58651910324
783,228220,2282.20,3941934.15039062,9102.4923805429
784,228310,2283.10,5880551.42578125,11254.2576702564
785,228320,2283.20,3627882.02148438,10223.8135548083
786,228410,2284.10,2989299.76464844,7107.13379027805
787,228420,2284.20,2985840.07519531,7921.09657881054
788,228500,2285.00,4831907.05664062,9216.98060665838
789,228600,2286.00,5672241.82128906,9590.92679289131
790,228710,2287.10,4357156.30078125,9256.84888135475
791,228720,2287.20,4350304.99316406,9244.66586025837
792,228800,2288.00,9090038.06640625,12361.1824283789
793,228900,2289.00,5549020.78027344,9659.07222731673
794,229100,2291.00,5113467.67089844,9150.08471405735
795,229200,2292.00,4797268.25488281,8927.11460836094
796,229300,2293.00,5413564.17382812,9545.1720431817
797,229410,2294.10,5838700.42675781,9706.99013629617
798,229420,2294.20,6287881.44042969,10052.1105426281
799,231100,2311.00,9623608.30078125,12919.9545913165
800,231210,2312.10,3451814.0390625,7922.64482479059
801,231220,2312.20,10389133.6279297,13177.4647886222
802,231301,2313.01,2517991.86425781,7081.84364682824
803,231302,2313.02,4558808.49121094,10645.9613594815
804,231400,2314.00,6684775.59277344,10350.6337994934
805,231500,2315.00,9894305.6875,12798.5165336442
806,231601,2316.01,3437892.95996094,7854.05497462648
807,231602,2316.02,3390802.81347656,7818.1225249349
808,231603,2316.03,3447314.2109375,7867.58707397306
809,231710,2317.10,3485223.42675781,7941.54871724913
810,231720,2317.20,5083179.13085938,9121.12455477846
811,231800,2318.00,5600044.98144531,9533.13487131229
812,231901,2319.01,2634646.87597656,6630.60277637427
813,231902,2319.02,3488404.81835938,9940.72399028751
814,232110,2321.10,4090675.07714844,8787.834136781
815,232120,2321.20,5617477.71386719,9730.33918734041
816,232200,2322.00,5629053.38574219,10868.6422711677
817,232300,2323.00,6768013.82226562,11548.1232607057
818,232401,2324.01,6132156.90429688,11911.3029769266
819,232402,2324.02,5847679.49316406,11262.2426815821
820,232500,2325.00,8263480.37792969,11962.4356315049
821,232601,2326.01,2840257.27539062,7004.33367054671
822,232602,2326.02,5720224.44726562,9605.28951100321
823,232701,2327.01,2986772.95703125,7152.59067883982
824,232702,2327.02,4883945.1796875,8854.78008103226
825,232800,2328.00,4592442.83984375,8716.84535818007
826,234001,2340.01,7289805.94824219,15674.6574757849
827,234002,2340.02,6077750.20507812,13242.674443885
828,234200,2342.00,9503536.84667969,13022.7170080507
829,234301,2343.01,5424886.04589844,9432.67571247681
830,234302,2343.02,3942923.41796875,9264.00463444525
831,234501,2345.01,8092378.41210938,12751.3460182685
832,234502,2345.02,5864850.86523438,11665.446044092
833,234600,2346.00,14034822.8710938,17840.2050305786
834,234700,2347.00,7987585.6640625,14837.8394229108
835,234800,2348.00,7041768.82324219,10614.4641677181
836,234901,2349.01,3502786.04296875,7934.90032859102
837,234902,2349.02,4819302.62109375,9961.99756161397
838,235100,2351.00,12717505.8144531,18160.6306620231
839,235201,2352.01,7024758.05078125,10666.3390582408
840,235202,2352.02,9166266.04101562,13212.6170633108
841,236001,2360.01,23712466.625,28147.4113028653
842,236101,2361.01,6809528.82910156,11729.68165824
843,236102,2361.02,5360995.73828125,11929.9282621115
844,236203,2362.03,3652629.54785156,10831.8545216158
845,236204,2362.04,2474305.859375,6697.41820601035
846,236205,2362.05,1797512.57910156,6066.19739897522
847,236206,2362.06,2959494.97167969,9723.37433111435
848,236400,2364.00,14429101.3203125,19388.9599555708
849,237101,2371.01,6769968.67480469,10352.1863624444
850,237102,2371.02,4951073.34863281,9013.08052987855
851,237201,2372.01,4880490.05859375,8888.39175731614
852,237202,2372.02,11932147.546875,14393.4155287362
853,237300,2373.00,10739283.6943359,13459.4831275748
854,237401,2374.01,5555453.76757812,9560.84363432679
855,237402,2374.02,5610580.94042969,9623.63874555292
856,237500,2375.00,3631027.8125,8245.23339820355
857,237600,2376.00,5422351.28613281,9469.49549827177
858,237710,2377.10,4653115.33300781,9397.90901525515
859,237720,2377.20,3500760.40234375,8731.09125764457
860,237800,2378.00,10471227.2998047,13143.564045055
861,237900,2379.00,10546505.3662109,13264.74528853
862,238000,2380.00,17907171.8144531,21142.2198554434
863,238100,2381.00,10589252.3486328,13269.9511649831
864,238200,2382.00,11050838.1708984,13886.1109182379
865,238310,2383.10,4274128.46191406,9306.82543358869
866,238320,2383.20,5040668.48828125,9679.32498213222
867,238400,2384.00,14010150.6503906,15895.8089137054
868,239201,2392.01,4842417.28417969,8889.20071749171
869,239202,2392.02,13730941.2783203,15869.3904720441
870,239310,2393.10,5757262.38183594,9679.36833769121
871,239320,2393.20,3735937.26757812,8282.41243407884
872,239330,2393.30,10543713.9462891,13439.6673056477
873,239501,2395.01,5104517.58203125,10575.5848757915
874,239502,2395.02,5499601.82617188,10820.8885661117
875,239601,2396.01,4545566.81640625,9594.70018366332
876,239602,2396.02,3854522.01660156,9274.98296675598
877,239701,2397.01,4409986.96972656,9489.69473721034
878,239702,2397.02,5234332.89648438,10063.5995137244
879,239801,2398.01,3990945.97949219,9960.99727697038
880,239802,2398.02,6560226.19921875,11250.5756259178
881,240010,2400.10,6334051.63085938,12212.8374020254
882,240020,2400.20,7748277.60253906,12850.8843763373
883,240200,2402.00,8038890.13769531,11289.1186549115
884,240301,2403.01,5047472.78027344,9223.46086357756
885,240302,2403.02,3709528.5703125,8053.69209731189
886,240401,2404.01,7460071.13671875,11317.3017187645
887,240402,2404.02,6472578.21777344,11129.3056181491
888,240500,2405.00,8746291.42675781,12263.8117917457
889,240600,2406.00,7275157.38671875,11292.4420796351
890,240700,2407.00,12857922.6875,15031.6461320566
891,240800,2408.00,6872458.83203125,13530.5830300822
892,240901,2409.01,3780219.97363281,11130.6497548552
893,240902,2409.02,7741983.11035156,12813.4264672341
894,241001,2410.01,9757944.75292969,18148.0821654072
895,241002,2410.02,7614158.37597656,13017.1702752315
896,241110,2411.10,5238307.22265625,10529.9830786973
897,241120,2411.20,7144247.90136719,11601.9598916146
898,241201,2412.01,5230365.49609375,10180.3755200176
899,241202,2412.02,12521469.7402344,14033.8089999139
900,241300,2413.00,5620399.79101562,9957.44682877074
901,241400,2414.00,6195531.51171875,11029.8514452944
902,242000,2420.00,6961643.93359375,10528.1785329662
903,242100,2421.00,4947449.74316406,9051.88850933651
904,242201,2422.01,4409281.00195312,8470.72410271468
905,242202,2422.02,4344591.40625,11300.9691900041
906,242300,2423.00,6781926.14160156,11506.7628011599
907,242600,2426.00,5123820.07226562,9153.0796943631
908,242700,2427.00,10928074.2509766,14365.6773543994
909,243001,2430.01,3730697.03808594,8231.79234278282
910,243002,2430.02,4217277.00976562,8726.13067872333
911,243100,2431.00,6308270.58984375,10561.4628785117
912,261102,2611.02,85593604.8886719,56704.2918421043
913,261103,2611.03,22388941.0517578,27838.4998903286
914,261104,2611.04,49492157.6845703,45653.6172906773
915,261200,2612.00,81700628.9482422,59606.1094844524
916,262100,2621.00,94415428.2900391,70340.3805224848
917,262200,2622.00,92227670.6826172,52227.5225738699
918,262301,2623.01,140540825.003906,74504.4384388123
919,262302,2623.02,32974910.2539062,32417.7476017016
920,262303,2623.03,28139675.0458984,29228.9626830496
921,262400,2624.00,121292178.058594,75093.0314991844
922,262501,2625.01,17635347.4394531,19927.6728218464
923,262601,2626.01,38968307.015625,35450.3548126308
924,262604,2626.04,61032891.1796875,52572.1425432792
925,262704,2627.04,20999153.2861328,25277.6085450904
926,262706,2627.06,24798772.7470703,22216.9439948076
927,262802,2628.02,35811552.2275391,38490.6968651179
928,264000,2640.00,20107064.2675781,22982.7420802761
929,264102,2641.02,4267625.33203125,10245.740071267
930,264103,2641.03,2481293.70605469,7370.47087714551
931,264303,2643.03,2329882.13671875,6726.72519057916
932,264304,2643.04,2192684.75976562,7254.29631047697
933,264305,2643.05,14485244.1552734,19577.4078199173
934,264306,2643.06,3838849.83203125,9091.53351120493
935,265100,2651.00,25424207.1035156,24407.4357917787
936,265201,2652.01,4723324.72070312,11887.3929784185
937,265203,2652.03,3337199.97753906,8484.00096066547
938,265204,2652.04,2855371.11914062,7517.68358579725
939,265301,2653.01,17176772.4375,20495.4871199243
940,265303,2653.03,1592999.72265625,5749.44274516
941,265304,2653.04,1409868.22753906,5886.18108760813
942,265306,2653.06,1003677.98828125,4613.73914973627
943,265307,2653.07,2341857.61816406,7842.1382303389
944,265410,2654.10,7648041.14941406,16061.5196076776
945,265420,2654.20,7865803.83300781,12339.1317512658
946,265521,2655.21,1409936.51757812,5592.73568026501
947,265522,2655.22,2717596.13769531,7881.53285461611
948,265523,2655.23,3643261.92871094,7647.86210338034
949,265524,2655.24,4614795.32324219,8932.59017869659
950,265601,2656.01,6706904.14160156,11465.5635587522
951,265602,2656.02,3615573.0390625,9281.12915178311
952,265701,2657.01,9232160.8203125,15574.8327008941
953,265702,2657.02,4040547.89453125,8775.75793430716
954,267101,2671.01,5213923.328125,9374.02710089761
955,267102,2671.02,6668828.61425781,10704.7535408468
956,267201,2672.01,6456728.5625,10589.0938014294
957,267202,2672.02,6198954.55957031,10208.5538605703
958,267300,2673.00,4631659.71875,8676.53927401277
959,267403,2674.03,2521120.30761719,7862.06040875677
960,267404,2674.04,3061703.58496094,7371.04429914504
961,267405,2674.05,2300084.84960938,6131.84099555532
962,267406,2674.06,2315885.55175781,6320.04114103568
963,267502,2675.02,4679180.69726562,8926.77577495238
964,267503,2675.03,2126385.77832031,6123.39583977743
965,267504,2675.04,2758789.48828125,6938.24504976818
966,267600,2676.00,13703332.5166016,15220.7021547377
967,267700,2677.00,8768832.34765625,12188.5080226476
968,267800,2678.00,12391142.7695312,14894.9121330231
969,267901,2679.01,12051496.0644531,15177.3977011714
970,267902,2679.02,8374980.45019531,12865.324511812
971,269000,2690.00,24700267.8896484,30135.8238428404
972,269100,2691.00,9033708.26660156,12462.6829689055
973,269300,2693.00,23772380.6552734,20336.6176609943
974,269500,2695.00,14899364.4121094,18057.6999410146
975,269601,2696.01,3591419.08007812,7574.31564053085
976,269602,2696.02,3127881.91210938,7326.2644319278
977,269700,2697.00,9661690.41210938,14772.7968504255
978,269800,2698.00,5027651.89453125,12035.2715368967
979,269903,2699.03,3055079.35351562,7708.020284075
980,269905,2699.05,2562120.99804688,8317.56997258175
981,269906,2699.06,2238833.95117188,7462.52317272444
982,269907,2699.07,2979392.00488281,7628.81905650722
983,269908,2699.08,1802430.24804688,6602.92040481757
984,269909,2699.09,1828771.99609375,5970.59776117088
985,270101,2701.01,4031192.8359375,12050.0794134687
986,270102,2701.02,2113198.02734375,7624.06485195637
987,270200,2702.00,8225812.21875,14331.1939936548
988,270300,2703.00,10511306.6777344,13672.0513788107
989,271100,2711.00,8658188.23339844,14154.497356486
990,271200,2712.00,5645328.39453125,13688.4966818095
991,271300,2713.00,15826987.7255859,19352.6384692636
992,271400,2714.00,12368280.7041016,14507.9322470482
993,271500,2715.00,9795954.18457031,13061.3570780765
994,271600,2716.00,9746277.95117188,12575.7925728332
995,271702,2717.02,7604859.16992188,13325.6822502505
996,271703,2717.03,4879506.95117188,12236.9277431957
997,271704,2717.04,5852767.9765625,11870.4968393071
998,271801,2718.01,5165916.65722656,9610.55195120519
999,271803,2718.03,2460589.40625,6334.91277662979
1000,271804,2718.04,3754565.30175781,10109.4471682223
1001,271901,2719.01,7084576.93066406,10708.1856570728
1002,271902,2719.02,9948084.65527344,12748.8599726212
1003,272100,2721.00,12909213.5820312,14819.1999868043
1004,272201,2722.01,2798671.17480469,6700.25079792754
1005,272202,2722.02,3332333.62988281,8785.83181978402
1006,272301,2723.01,6501743.76171875,12731.194382007
1007,272302,2723.02,5437258.84375,10565.2365835399
1008,273100,2731.00,12669382.0888672,15531.2628872016
1009,273200,2732.00,6909620.78710938,11507.9501700551
1010,273300,2733.00,6160288.25976562,11227.0701765673
1011,273403,2734.03,4374845.77832031,11260.1607919018
1012,273404,2734.04,2327819.83789062,7349.1818125254
1013,273502,2735.02,6384118.97167969,10947.1098528475
1014,273600,2736.00,6336240.50683594,10768.1854563878
1015,273700,2737.00,7430946.83203125,11006.39433726
1016,273800,2738.00,7982920.51660156,16482.3004334289
1017,273902,2739.02,10033582.2373047,14005.0632492455
1018,274100,2741.00,6760379.62402344,14311.7179840242
1019,274202,2742.02,10751456.9716797,18070.0180525143
1020,275101,2751.01,3705137.43554688,10261.606717159
1021,275102,2751.02,6715142.63085938,12213.6060506513
1022,275200,2752.00,4995609.95117188,10528.6316003931
1023,275311,2753.11,13911137.7314453,17145.1246843946
1024,275312,2753.12,8845821.91699219,14309.6949038324
1025,275313,2753.13,10521744.6787109,16011.0172328373
1026,275400,2754.00,8083680.88183594,13077.5037506959
1027,275500,2755.00,8479393.61328125,11765.8867419449
1028,275603,2756.03,11021305.9404297,16863.9352151401
1029,275604,2756.04,16689091.1386719,25536.5398301568
1030,275605,2756.05,11199011.5263672,17382.0088774377
1031,276000,2760.00,25171416.3984375,22610.5825986804
1032,276101,2761.01,3512604.81152344,10402.9652089394
1033,276102,2761.02,7089689.87109375,20588.7313968354
1034,276400,2764.00,13734682.7841797,16202.1109375823
1035,276500,2765.00,12830486.0166016,15367.4227698324
1036,276601,2766.01,24108939.8232422,23283.3399964032
1037,276605,2766.05,2559688.20410156,8205.75114128111
1038,276606,2766.06,2334635.86621094,7340.20544421519
1039,276607,2766.07,5146159.70019531,11378.3948676457
1040,276608,2766.08,3878120.74414062,8653.14615587318
1041,277000,2770.00,24745922.4794922,21847.7459940653
1042,277100,2771.00,13284299.7568359,15316.174991291
1043,277200,2772.00,11214606.8974609,15139.0302663948
1044,277400,2774.00,6877748.65136719,10438.697565235
1045,278001,2780.01,17381916.0703125,25351.6308700459
1046,278102,2781.02,19561514.4443359,28650.4263676617
1047,291110,2911.10,7657279.71289062,11598.8261967871
1048,291120,2911.20,7550919.828125,10995.4305075285
1049,291130,2911.30,13902008.9355469,15841.29938063
1050,291210,2912.10,13376733.65625,15695.0775195312
1051,291220,2912.20,8812973.17382812,12324.8177220711
1052,291300,2913.00,25882983.4296875,31774.853654019
1053,292001,2920.01,38000055.4082031,29400.3064216891
1054,292002,2920.02,5042123.28515625,9285.74469434799
1055,293203,2932.03,5012929.39355469,9650.83046420393
1056,293204,2932.04,6510043.08398438,13445.2244691335
1057,293205,2932.05,6841626.32421875,11447.7915044242
1058,293206,2932.06,4487548.20019531,9175.34236982076
1059,293301,2933.01,9096252.06054688,14291.0501805695
1060,293302,2933.02,12049791.7685547,15348.4886129655
1061,293304,2933.04,6130718.87011719,9931.99166224336
1062,293306,2933.06,6625296.96777344,11528.8117903679
1063,293307,2933.07,3648247.74511719,9160.78481672846
1064,294110,2941.10,10648763.5625,16670.8170424125
1065,294120,2941.20,16804337.5058594,17112.9925016515
1066,294200,2942.00,10267494.6171875,12897.3197154246
1067,294301,2943.01,7676011.80078125,11675.1941905741
1068,294302,2943.02,9046111.65820312,14638.1780249714
1069,294410,2944.10,8975866.65234375,12597.1891250197
1070,294421,2944.21,7247758.88378906,16413.8251891773
1071,294510,2945.10,5578850.2265625,9841.6809854027
1072,294520,2945.20,5211211.27441406,9527.66446368581
1073,294610,2946.10,8868460.14941406,11953.8109595802
